CAT_ID,PARENT_ID,CAT_NAME,LVL,URL
c21180,c21166,Đồ dùng cho bé,3,https://tiki.vn/do-dung-cho-be/c21180
c21246,c21166,Đồ dùng cho người già,3,https://tiki.vn/do-dung-cho-nguoi-gia/c21246
c21248,c21166,"Tã, Bỉm cho bé",3,https://tiki.vn/ta-bim-cho-be/c21248
c21252,c21250,Phụ kiện cho bé,4,https://tiki.vn/phu-kien-cho-be/c21252
c21254,c21250,Thời trang bầu,4,https://tiki.vn/thoi-trang-bau/c21254
c21260,c21250,Thời trang sơ sinh,4,https://tiki.vn/thoi-trang-so-sinh/c21260
c21250,c21166,Thời trang cho mẹ và bé,3,https://tiki.vn/thoi-trang-cho-me-va-be/c21250
c21166,c17166,Mẹ & Bé,2,https://tiki.vn/me-be/c21166
c21270,c21268,Dụng cụ phòng ăn & nhà bếp,3,https://tiki.vn/dung-cu-phong-an-nha-bep/c21270
c21272,c21268,Đèn & thiết bị chiếu sáng,3,https://tiki.vn/den-thiet-bi-chieu-sang/c21272
c21274,c21268,Đồ dùng nhà tắm,3,https://tiki.vn/do-dung-nha-tam/c21274
c21276,c21268,Đồ dùng phòng ngủ,3,https://tiki.vn/do-dung-phong-ngu/c21276
c21280,c21268,Ngoài trời & sân vườn,3,https://tiki.vn/ngoai-troi-san-vuon/c21280
c21282,c21268,Sửa chữa nhà cửa,3,https://tiki.vn/sua-chua-nha-cua/c21282
c21284,c21268,Nhạc cụ,3,https://tiki.vn/nhac-cu/c21284
c21286,c21268,Nội thất,3,https://tiki.vn/noi-that/c21286
c21288,c21268,Trang trí nhà cửa,3,https://tiki.vn/trang-tri-nha-cua/c21288
c24996,c21268,Bảo vệ nhà cửa,3,https://tiki.vn/bao-ve-nha-cua/c24996
c24998,c21268,Sắp xếp nhà cửa,3,https://tiki.vn/sap-xep-nha-cua/c24998
c25000,c21268,Thiết bị nhà cửa khác,3,https://tiki.vn/thiet-bi-nha-cua-khac/c25000
c21268,c17166,Nhà Cửa - Đời Sống,2,https://tiki.vn/nha-cua-doi-song/c21268
c21302,c21300,Art & Photography,4,https://tiki.vn/art-photography/c21302
c21304,c21300,Biographies & Memoirs,4,https://tiki.vn/biographies-memoirs/c21304
c21306,c21300,Business & Economics,4,https://tiki.vn/business-economics/c21306
c21308,c21300,How-to - Self Help,4,https://tiki.vn/how-to-self-help/c21308
c21310,c21300,Children's Books,4,https://tiki.vn/childrens-books/c21310
c21312,c21300,Dictionary,4,https://tiki.vn/dictionary/c21312
c21314,c21300,Education - Teaching,4,https://tiki.vn/education-teaching/c21314
c21316,c21300,Fiction - Literature,4,https://tiki.vn/fiction-literature/c21316
c21318,c21300,Magazines,4,https://tiki.vn/magazines/c21318
c21320,c21300,Medical Books,4,https://tiki.vn/medical-books/c21320
c21322,c21300,Relationships,4,https://tiki.vn/relationships/c21322
c21326,c21300,Science - Technology,4,https://tiki.vn/science-technology/c21326
c21328,c21300,Politics & Social Sciences,4,https://tiki.vn/politics-social-sciences/c21328
c21330,c21300,Travel,4,https://tiki.vn/travel/c21330
c21332,c21300,"Cookbooks, Food & Wine",4,https://tiki.vn/cookbooks-food-wine/c21332
c25002,c21300,Culture & Ancient,4,https://tiki.vn/culture-ancient/c25002
c25004,c21300,Lifestyle - Fitness - Healthcare,4,https://tiki.vn/lifestyle-fitness-healthcare/c25004
c25006,c21300,Home & Garden,4,https://tiki.vn/home-garden/c25006
c25040,c21300,Manga,4,https://tiki.vn/manga/c25040
c25042,c21300,Environment & Nature,4,https://tiki.vn/environment-nature/c25042
c25046,c21300,Maternal & Parenting,4,https://tiki.vn/maternal-parenting/c25046
c25048,c21300,Architecture,4,https://tiki.vn/architecture/c25048
c25050,c21300,History,4,https://tiki.vn/history/c25050
c25052,c21300,"Psychology, Philosophy & Social Science",4,https://tiki.vn/psychology-philosophy-social-science/c25052
c21300,c21298,English Books,3,https://tiki.vn/english-books/c21300
c21336,c21334,Bút - Viết,4,https://tiki.vn/but-viet/c21336
c21338,c21334,Sổ tay,4,https://tiki.vn/so-tay/c21338
c21340,c21334,Máy tính,4,https://tiki.vn/may-tinh/c21340
c21342,c21334,Art & Design,4,https://tiki.vn/art-design/c21342
c21344,c21334,Văn Phòng Phẩm Khác,4,https://tiki.vn/van-phong-pham-khac/c21344
c21334,c21298,Văn Phòng Phẩm,3,https://tiki.vn/van-phong-pham/c21334
c25008,c21298,Quà Tặng,3,https://tiki.vn/qua-tang/c25008
c21298,c17166,"Sách, Văn phòng phẩm & Quà lưu niệm",2,https://tiki.vn/sach-van-phong-pham-qua-luu-niem/c21298
c21348,c21346,Phụ kiện ô tô,3,https://tiki.vn/phu-kien-o-to/c21348
c21350,c21346,Phụ kiện xe máy,3,https://tiki.vn/phu-kien-xe-may/c21350
c21352,c21346,Phụ kiện xe đạp,3,https://tiki.vn/phu-kien-xe-dap/c21352
c21354,c21346,Phụ kiện khác,3,https://tiki.vn/phu-kien-khac/c21354
c21346,c17166,"Ô tô, xe máy, xe đạp",2,https://tiki.vn/o-to-xe-may-xe-dap/c21346
c21358,c21356,Các môn thể thao chơi vợt,3,https://tiki.vn/cac-mon-the-thao-choi-vot/c21358
c21360,c21356,Các môn thể thao đồng đội,3,https://tiki.vn/cac-mon-the-thao-dong-doi/c21360
c21362,c21356,Các môn thể dục và yoga,3,https://tiki.vn/cac-mon-the-duc-va-yoga/c21362
c21364,c21356,Đấm bốc & Võ thuật,3,https://tiki.vn/dam-boc-vo-thuat/c21364
c21368,c21356,Hoạt động dã ngoại,3,https://tiki.vn/hoat-dong-da-ngoai/c21368
c21370,c21356,"Phụ kiện thể thao, dã ngoại",3,https://tiki.vn/phu-kien-the-thao-da-ngoai/c21370
c21372,c21356,Thể thao dưới nước,3,https://tiki.vn/the-thao-duoi-nuoc/c21372
c21374,c21356,Thực phẩm bổ sung năng lượng,3,https://tiki.vn/thuc-pham-bo-sung-nang-luong/c21374
c21356,c17166,Thể thao - Dã ngoại,2,https://tiki.vn/the-thao-da-ngoai/c21356
c21384,c21382,Bao da - Ốp lưng,3,https://tiki.vn/bao-da-op-lung/c21384
c21386,c21382,Màn hình & miếng dán màn hình,3,https://tiki.vn/man-hinh-mieng-dan-man-hinh/c21386
c21388,c21382,Adapter - Củ sạc,3,https://tiki.vn/adapter-cu-sac/c21388
c21390,c21382,"Dây sạc, Dây cáp",3,https://tiki.vn/day-sac-day-cap/c21390
c21392,c21382,Đầu đọc thẻ nhớ,3,https://tiki.vn/dau-doc-the-nho/c21392
c21396,c21382,Đế Tản Nhiệt Laptop,3,https://tiki.vn/de-tan-nhiet-laptop/c21396
c21398,c21382,Đồ chơi công nghệ,3,https://tiki.vn/do-choi-cong-nghe/c21398
c21400,c21382,Thiết bị Game,3,https://tiki.vn/thiet-bi-game/c21400
c21402,c21382,Gậy tự sướng/ Selfie,3,https://tiki.vn/gay-tu-suong-selfie/c21402
c21404,c21382,Hub USB,3,https://tiki.vn/hub-usb/c21404
c21406,c21382,Loa nghe nhạc,3,https://tiki.vn/loa-nghe-nhac/c21406
c21410,c21382,Máy nghe nhạc,3,https://tiki.vn/may-nghe-nhac/c21410
c21412,c21382,Phụ kiện âm thanh,3,https://tiki.vn/phu-kien-am-thanh/c21412
c21414,c21382,Pin sạc dự phòng,3,https://tiki.vn/pin-sac-du-phong/c21414
c21416,c21382,Sim điện thoại,3,https://tiki.vn/sim-dien-thoai/c21416
c21418,c21382,Tai nghe,3,https://tiki.vn/tai-nghe/c21418
c21420,c21382,Thẻ nhớ điện thoại,3,https://tiki.vn/the-nho-dien-thoai/c21420
c21424,c21422,Đồng hồ thông minh,4,https://tiki.vn/dong-ho-thong-minh/c21424
c21426,c21422,Thiết bị thông minh khác,4,https://tiki.vn/thiet-bi-thong-minh-khac/c21426
c21428,c21422,Thiết bị thực tế ảo,4,https://tiki.vn/thiet-bi-thuc-te-ao/c21428
c21430,c21422,Vòng theo dõi vận động,4,https://tiki.vn/vong-theo-doi-van-dong/c21430
c21432,c21422,Thiết bị nhà thông minh,4,https://tiki.vn/thiet-bi-nha-thong-minh/c21432
c21422,c21382,Thiết bị thông minh,3,https://tiki.vn/thiet-bi-thong-minh/c21422
c21436,c21382,Thiết bị mạng,3,https://tiki.vn/thiet-bi-mang/c21436
c21440,c21382,Thiết bị số - Khác,3,https://tiki.vn/thiet-bi-so-khac/c21440
c25010,c21382,Loa vi tính,3,https://tiki.vn/loa-vi-tinh/c25010
c25014,c21382,Microphone,3,https://tiki.vn/microphone/c25014
c25016,c21382,Máy ghi âm,3,https://tiki.vn/may-ghi-am/c25016
c25022,c21382,Portable Amplifier,3,https://tiki.vn/portable-amplifier/c25022
c25024,c21382,Chuột,3,https://tiki.vn/chuot/c25024
c25026,c21382,Bàn phím,3,https://tiki.vn/ban-phim/c25026
c25028,c21382,Linh kiện điện thoại,3,https://tiki.vn/linh-kien-dien-thoai/c25028
c21382,c17166,Thiết Bị Số - Phụ Kiện Số,2,https://tiki.vn/thiet-bi-so-phu-kien-so/c21382
c21446,c21444,Giày nam,4,https://tiki.vn/giay-nam/c21446
c21448,c21444,Phụ kiện nam,4,https://tiki.vn/phu-kien-nam/c21448
c21450,c21444,Trang phục nam,4,https://tiki.vn/trang-phuc-nam/c21450
c21452,c21444,"Đồ ngủ, mặc nhà, đồ lót nam",4,https://tiki.vn/do-ngu-mac-nha-do-lot-nam/c21452
c21454,c21444,Trang phục bơi nam,4,https://tiki.vn/trang-phuc-boi-nam/c21454
c21456,c21444,"Túi xách, ví nam",4,https://tiki.vn/tui-xach-vi-nam/c21456
c21458,c21444,Đồng hồ nam,4,https://tiki.vn/dong-ho-nam/c21458
c21460,c21444,Mắt kính,4,https://tiki.vn/mat-kinh/c21460
c25030,c21444,Tất Nam,4,https://tiki.vn/tat-nam/c25030
c21444,c21442,Thời trang nam,3,https://tiki.vn/thoi-trang-nam/c21444
c21464,c21462,"Đồ ngủ, đồ mặc nhà, nội y",4,https://tiki.vn/do-ngu-do-mac-nha-noi-y/c21464
c21466,c21462,Giày dép nữ,4,https://tiki.vn/giay-dep-nu/c21466
c21468,c21462,Trang phục nữ,4,https://tiki.vn/trang-phuc-nu/c21468
c21470,c21462,Trang phục bơi nữ,4,https://tiki.vn/trang-phuc-boi-nu/c21470
c21472,c21462,Mắt kính nữ,4,https://tiki.vn/mat-kinh-nu/c21472
c21474,c21462,Đồng hồ nữ,4,https://tiki.vn/dong-ho-nu/c21474
c21476,c21462,Túi thời trang nữ,4,https://tiki.vn/tui-thoi-trang-nu/c21476
c25032,c21462,Tất Nữ,4,https://tiki.vn/tat-nu/c25032
c21462,c21442,Thời trang nữ,3,https://tiki.vn/thoi-trang-nu/c21462
c21478,c21442,Trang Sức,3,https://tiki.vn/trang-suc/c21478
c21490,c21488,Vali,4,https://tiki.vn/vali/c21490
c21492,c21488,Túi xách & Balo,4,https://tiki.vn/tui-xach-balo/c21492
c21494,c21488,Phụ kiện,4,https://tiki.vn/phu-kien/c21494
c21488,c21442,Túi xách và Phụ kiện,3,https://tiki.vn/tui-xach-va-phu-kien/c21488
c25034,c21442,Phụ kiện thời trang khác,3,https://tiki.vn/phu-kien-thoi-trang-khac/c25034
c21366,c21442,Giày & trang phục thể thao,3,https://tiki.vn/giay-trang-phuc-the-thao/c21366
c21442,c17166,Thời Trang,2,https://tiki.vn/thoi-trang/c21442
c17166,,Cross Border - Hàng Quốc Tế,1,https://tiki.vn/cross-border-hang-quoc-te/c17166
c8275,c4421,Bánh,3,https://tiki.vn/banh/c8275
c8276,c4421,Kẹo,3,https://tiki.vn/keo/c8276
c8277,c4421,Chocolate,3,https://tiki.vn/chocolate/c8277
c8278,c4421,Snack,3,https://tiki.vn/snack/c8278
c10222,c4421,Bánh kẹo khác,3,https://tiki.vn/banh-keo-khac/c10222
c53526,c4421,Khô các loại,3,https://tiki.vn/kho-cac-loai/c53526
c53528,c4421,Các Loại Đồ Ăn Vặt Khác,3,https://tiki.vn/cac-loai-do-an-vat-khac/c53528
c4421,c4384,Đồ Ăn Vặt,2,https://tiki.vn/do-an-vat/c4421
c4420,c4393,Thực phẩm ăn liền,4,https://tiki.vn/thuc-pham-an-lien/c4420
c8292,c4393,"Gạo, nếp",4,https://tiki.vn/gao-nep/c8292
c8294,c4393,Thực phẩm khô khác,4,https://tiki.vn/thuc-pham-kho-khac/c8294
c10223,c4393,"Bánh tráng, bánh phở",4,https://tiki.vn/banh-trang-banh-pho/c10223
c4393,c15074,Thực phẩm khô,3,https://tiki.vn/thuc-pham-kho/c4393
c11304,c15074,Đặc sản Việt Nam,3,https://tiki.vn/dac-san-viet-nam/c11304
c8279,c4419,Cá hộp,4,https://tiki.vn/ca-hop/c8279
c8280,c4419,Thịt hộp,4,https://tiki.vn/thit-hop/c8280
c8281,c4419,"Rau củ, trái cây đóng hộp",4,https://tiki.vn/rau-cu-trai-cay-dong-hop/c8281
c53556,c4419,Mứt trái cây,4,https://tiki.vn/mut-trai-cay/c53556
c4419,c15074,Đồ hộp,3,https://tiki.vn/do-hop/c4419
c11252,c53558,Thực phẩm cho trẻ em,4,https://tiki.vn/thuc-pham-cho-tre-em/c11252
c11251,c53558,Thực phẩm bảo vệ sức khỏe,4,https://tiki.vn/thuc-pham-bao-ve-suc-khoe/c11251
c8240,c53558,Thực phẩm bổ dưỡng,4,https://tiki.vn/thuc-pham-bo-duong/c8240
c11346,c53558,Thực phẩm cao cấp,4,https://tiki.vn/thuc-pham-cao-cap/c11346
c5479,c53558,Thực phẩm chay,4,https://tiki.vn/thuc-pham-chay/c5479
c11660,c53558,Thực phẩm hữu cơ,4,https://tiki.vn/thuc-pham-huu-co/c11660
c53558,c15074,Thực phẩm khác,3,https://tiki.vn/thuc-pham-khac/c53558
c15074,c4384,Thực phẩm Đóng hộp và Khô,2,https://tiki.vn/thuc-pham-dong-hop-va-kho/c15074
c53606,c4426,Nước Ngọt,4,https://tiki.vn/nuoc-ngot/c53606
c53608,c4426,Các loại nước có gas khác,4,https://tiki.vn/cac-loai-nuoc-co-gas-khac/c53608
c53610,c4426,Nước Tăng Lực,4,https://tiki.vn/nuoc-tang-luc/c53610
c4426,c24024,Đồ uống có gas,3,https://tiki.vn/do-uong-co-gas/c4426
c4425,c15076,Đồ uống không gas khác,4,https://tiki.vn/do-uong-khong-gas-khac/c4425
c53612,c15076,Nước lọc đóng chai,4,https://tiki.vn/nuoc-loc-dong-chai/c53612
c53614,c15076,Nước Trái Cây,4,https://tiki.vn/nuoc-trai-cay/c53614
c53616,c15076,Trà Uống Liền,4,https://tiki.vn/tra-uong-lien/c53616
c53618,c15076,Cafe Uống Liền,4,https://tiki.vn/cafe-uong-lien/c53618
c15076,c24024,Đồ uống không gas,3,https://tiki.vn/do-uong-khong-gas/c15076
c24024,c4384,Đồ Uống Không Cồn,2,https://tiki.vn/do-uong-khong-con/c24024
c53552,c8282,"Bột Ngọt, Bột Nêm",4,https://tiki.vn/bot-ngot-bot-nem/c53552
c53554,c8282,Gia vị dạng bột khác,4,https://tiki.vn/gia-vi-dang-bot-khac/c53554
c8282,c4422,Gia vị dạng bột,3,https://tiki.vn/gia-vi-dang-bot/c8282
c53546,c8283,Nước mắm,4,https://tiki.vn/nuoc-mam/c53546
c53548,c8283,Nước tương,4,https://tiki.vn/nuoc-tuong/c53548
c53550,c8283,Các loại gia vị dạng nước khác,4,https://tiki.vn/cac-loai-gia-vi-dang-nuoc-khac/c53550
c8283,c4422,Gia vị dạng nước,3,https://tiki.vn/gia-vi-dang-nuoc/c8283
c8284,c5477,Dầu thực vật,4,https://tiki.vn/dau-thuc-vat/c8284
c8285,c5477,Dầu olive,4,https://tiki.vn/dau-olive/c8285
c8286,c5477,Các loại dầu khác,4,https://tiki.vn/cac-loai-dau-khac/c8286
c5477,c4422,Dầu ăn,3,https://tiki.vn/dau-an/c5477
c11257,c11256,Chocolate và cacao nướng bánh,4,https://tiki.vn/chocolate-va-cacao-nuong-banh/c11257
c11336,c11256,Sữa đặc và sữa bột,4,https://tiki.vn/sua-dac-va-sua-bot/c11336
c11337,c11256,Kem béo và sốt ngọt,4,https://tiki.vn/kem-beo-va-sot-ngot/c11337
c11338,c11256,Trái cây khô,4,https://tiki.vn/trai-cay-kho/c11338
c11339,c11256,Chiết xuất và hương liệu,4,https://tiki.vn/chiet-xuat-va-huong-lieu/c11339
c11340,c11256,Các loại bột,4,https://tiki.vn/cac-loai-bot/c11340
c11341,c11256,Pudding và gelatin,4,https://tiki.vn/pudding-va-gelatin/c11341
c11342,c11256,"Sirô, đường và chất tạo ngọt",4,https://tiki.vn/siro-duong-va-chat-tao-ngot/c11342
c8293,c11256,Nguyên liệu làm bánh,4,https://tiki.vn/nguyen-lieu-lam-banh/c8293
c11256,c4422,Nấu ăn và làm bánh,3,https://tiki.vn/nau-an-va-lam-banh/c11256
c4422,c4384,Gia Vị và Chế Biến,2,https://tiki.vn/gia-vi-va-che-bien/c4422
c53532,c53530,Thức ăn cho chim,4,https://tiki.vn/thuc-an-cho-chim/c53532
c53534,c53530,Thức ăn cho cá,4,https://tiki.vn/thuc-an-cho-ca/c53534
c53536,c53530,Thức ăn cho chuột,4,https://tiki.vn/thuc-an-cho-chuot/c53536
c53538,c53530,Thức ăn thú cưng khác,4,https://tiki.vn/thuc-an-thu-cung-khac/c53538
c5456,c53530,Thức ăn cho chó,4,https://tiki.vn/thuc-an-cho-cho/c5456
c5461,c53530,Thức ăn cho mèo,4,https://tiki.vn/thuc-an-cho-meo/c5461
c53530,c5451,Thức ăn thú cưng,3,https://tiki.vn/thuc-an-thu-cung/c53530
c53542,c53540,Dành Cho Chuột,4,https://tiki.vn/danh-cho-chuot/c53542
c53544,c53540,Các Loại Thú Nuôi Khác,4,https://tiki.vn/cac-loai-thu-nuoi-khac/c53544
c5460,c5452,Phụ kiện cho chó,5,https://tiki.vn/phu-kien-cho-cho/c5460
c5553,c5452,Vòng cổ cho chó,5,https://tiki.vn/vong-co-cho-cho/c5553
c5552,c5452,Chuồng chó,5,https://tiki.vn/chuong-cho/c5552
c8407,c5452,Đồ chơi cho chó,5,https://tiki.vn/do-choi-cho-cho/c8407
c5472,c5452,Dụng cụ chăm sóc,5,https://tiki.vn/dung-cu-cham-soc/c5472
c5554,c5452,Dụng cụ ăn uống,5,https://tiki.vn/dung-cu-an-uong/c5554
c8402,c5452,Đồ dùng vệ sinh cho chó,5,https://tiki.vn/do-dung-ve-sinh-cho-cho/c8402
c5452,c53540,Dành cho chó,4,https://tiki.vn/danh-cho-cho/c5452
c5463,c5453,Phụ kiện cho mèo,5,https://tiki.vn/quan-ao-va-phu-kien/c5463
c5555,c5453,Chuồng mèo,5,https://tiki.vn/o-nem-giuong/c5555
c5556,c5453,Vòng cổ cho mèo,5,https://tiki.vn/vong-co-cho-meo/c5556
c8334,c5453,Đồ chơi cho mèo,5,https://tiki.vn/do-choi-cho-meo/c8334
c5473,c5453,Dụng cụ chăm sóc,5,https://tiki.vn/dung-cu-cham-soc/c5473
c5557,c5453,Dụng cụ ăn uống,5,https://tiki.vn/dung-cu-an-uong/c5557
c8399,c5453,"Bồn, cát, đồ dùng vệ sinh cho mèo",5,https://tiki.vn/bon-cat-do-dung-ve-sinh-cho-meo/c8399
c5453,c53540,Dành cho mèo,4,https://tiki.vn/danh-cho-meo/c5453
c8327,c8326,Bể cá & Phụ kiện,5,https://tiki.vn/be-ca-phu-kien/c8327
c8326,c53540,Dành cho Cá,4,https://tiki.vn/danh-cho-ca/c8326
c11253,c53540,Dành cho chim,4,https://tiki.vn/danh-cho-chim/c11253
c53540,c5451,Phụ kiện thú cưng,3,https://tiki.vn/phu-kien-thu-cung/c53540
c5451,c4384,Chăm sóc thú cưng,2,https://tiki.vn/thu-cung/c5451
c53576,c11347,Hộp Quà Tết,3,https://tiki.vn/hop-qua-tet/c53576
c53578,c11347,Hộp Quà Tặng,3,https://tiki.vn/hop-qua-tang/c53578
c53580,c11347,Hàng Mùa Vụ Khác,3,https://tiki.vn/hang-mua-vu-khac/c53580
c11347,c4384,Bộ quà tặng,2,https://tiki.vn/bo-qua-tang/c11347
c8274,c22998,Trà,3,https://tiki.vn/tra/c8274
c4423,c22998,Cà phê,3,https://tiki.vn/ca-phe-tra/c4423
c5478,c22998,"Ngũ cốc, bột",3,https://tiki.vn/bot/c5478
c53560,c22998,Các Loại Đồ Uống Dạng Bột Khác,3,https://tiki.vn/cac-loai-do-uong-dang-bot-khac/c53560
c22998,c4384,Đồ uống - Pha chế dạng bột,2,https://tiki.vn/do-uong-pha-che-dang-bot/c22998
c53564,c8273,Sữa tiệt trùng (UHT),4,https://tiki.vn/sua-tiet-trung-uht/c53564
c53566,c8273,Sữa Chua Uống & Ăn,4,https://tiki.vn/sua-chua-uong-an/c53566
c53568,c8273,Sữa Thực Vật,4,https://tiki.vn/sua-thuc-vat/c53568
c53570,c8273,Sữa Chức Năng Uống Liền,4,https://tiki.vn/sua-chuc-nang-uong-lien/c53570
c53572,c8273,Các Sản Phẩm Từ Sữa Khác,4,https://tiki.vn/cac-san-pham-tu-sua-khac/c53572
c8273,c53562,Sữa nước,3,https://tiki.vn/sua-nuoc/c8273
c4427,c53562,Sữa Chức Năng Dạng Bột,3,https://tiki.vn/sua-chuc-nang-dang-bot/c4427
c53562,c4384,Sữa và các Sản phẩm từ sữa,2,https://tiki.vn/sua-va-cac-san-pham-tu-sua/c53562
c53584,c5483,Bia Nội Địa,4,https://tiki.vn/bia-noi-dia/c53584
c53586,c5483,Bia Nhập Khẩu,4,https://tiki.vn/bia-nhap-khau/c53586
c53588,c5483,Bia Thủ Công,4,https://tiki.vn/bia-thu-cong/c53588
c11344,c5483,Nước hoa quả lên men,4,https://tiki.vn/nuoc-hoa-qua-len-men/c11344
c5483,c53582,Bia và Nước hoa quả lên men,3,https://tiki.vn/bia-va-nuoc-hoa-qua-len-men/c5483
c48030,c11343,Rượu vang,4,https://tiki.vn/ruou-vang/c48030
c53590,c48032,Brandy,5,https://tiki.vn/brandy/c53590
c53592,c48032,Whisky,5,https://tiki.vn/whisky/c53592
c53594,c48032,Gin,5,https://tiki.vn/gin/c53594
c53596,c48032,Tequila,5,https://tiki.vn/tequila/c53596
c53598,c48032,Vodka,5,https://tiki.vn/vodka/c53598
c53600,c48032,Rum,5,https://tiki.vn/rum/c53600
c53602,c48032,Các loại rượu mạnh khác,5,https://tiki.vn/cac-loai-ruou-manh-khac/c53602
c48032,c11343,Rượu mạnh,4,https://tiki.vn/ruou-manh/c48032
c48034,c11343,Rượu mùi,4,https://tiki.vn/ruou-mui/c48034
c48036,c11343,Rượu gạo - Soju - Sake,4,https://tiki.vn/ruou-gao-soju-sake/c48036
c53604,c11343,Các loại rượu khác,4,https://tiki.vn/cac-loai-ruou-khac/c53604
c11343,c53582,Rượu,3,https://tiki.vn/ruou/c11343
c53582,c4384,Đồ uống có cồn,2,https://tiki.vn/do-uong-co-con/c53582
c6548,c53620,"Hạt, củ, quả khô",3,https://tiki.vn/cac-loai-hat/c6548
c53620,c4384,Đậu & Hạt Các Loại,2,https://tiki.vn/dau-hat-cac-loai/c53620
c4384,,Bách Hóa Online,1,https://tiki.vn/bach-hoa-online/c4384
c4428,c1804,Tai Nghe Có Dây Nhét Tai,4,https://tiki.vn/tai-nghe-co-day-nhet-tai/c4428
c28638,c1804,Tai Nghe Có Dây Chụp Tai (On-Ear),4,https://tiki.vn/tai-nghe-co-day-chup-tai-on-ear/c28638
c2977,c1804,Tai Nghe Có Dây Chụp Tai (Over-Ear),4,https://tiki.vn/tai-nghe-co-day-chup-tai-over-ear/c2977
c1804,c8215,Tai Nghe Có Dây,3,https://tiki.vn/tai-nghe-co-day/c1804
c8400,c1811,Tai Nghe True Wireless,4,https://tiki.vn/tai-nghe-true-wireless/c8400
c12878,c1811,Tai Nghe Bluetooth Đàm Thoại,4,https://tiki.vn/tai-nghe-bluetooth-dam-thoai/c12878
c5531,c1811,Tai Nghe Bluetooth Nhét Tai,4,https://tiki.vn/tai-nghe-bluetooth-nhet-tai/c5531
c28640,c1811,Tai Nghe Bluetooth Chụp Tai On-Ear,4,https://tiki.vn/tai-nghe-bluetooth-chup-tai-on-ear/c28640
c4429,c1811,Tai Nghe Bluetooth Chụp Tai Over-Ear,4,https://tiki.vn/tai-nghe-bluetooth-chup-tai-over-ear/c4429
c1811,c8215,Tai Nghe Bluetooth,3,https://tiki.vn/tai-nghe-bluetooth/c1811
c2324,c1805,Loa Bluetooth,4,https://tiki.vn/loa-bluetooth/c2324
c12882,c1805,Loa Bluetooth Vi Tính,4,https://tiki.vn/loa-bluetooth-vi-tinh/c12882
c1813,c1805,Loa Vi Tính,4,https://tiki.vn/loa-vi-tinh/c1813
c6653,c1805,Loa Hi-Fi - Audiophiles,4,https://tiki.vn/loa-hi-fi-audiophiles/c6653
c8066,c1805,Loa Kéo,4,https://tiki.vn/loa-keo/c8066
c20190,c1805,Loa Trợ Giảng,4,https://tiki.vn/loa-tro-giang/c20190
c1805,c8215,Loa Nghe Nhạc,3,https://tiki.vn/loa-nghe-nhac/c1805
c28644,c28642,Microphone Di Động,4,https://tiki.vn/microphone-di-dong/c28644
c28646,c28642,Microphone Vi Tính,4,https://tiki.vn/microphone-vi-tinh/c28646
c7081,c28642,Micro Karaoke Bluetooth,4,https://tiki.vn/micro-karaoke-bluetooth/c7081
c28642,c8215,Micro,3,https://tiki.vn/micro/c28642
c20170,c8215,DAC và Amplifier Di Động,3,https://tiki.vn/dac-va-amplifier-di-dong/c20170
c20172,c28656,Máy Ghi Âm,4,https://tiki.vn/may-ghi-am/c20172
c1803,c28656,Máy Nghe Nhạc,4,https://tiki.vn/may-nghe-nhac/c1803
c28656,c8215,Máy Thu và Máy Phát Âm Thanh,3,https://tiki.vn/may-thu-va-may-phat-am-thanh/c28656
c20174,c30374,Cáp Âm Thanh,4,https://tiki.vn/cap-am-thanh/c20174
c28658,c30374,Đệm và Nút Tai Nghe,4,https://tiki.vn/dem-va-nut-tai-nghe/c28658
c20182,c30374,Bộ Chuyển Đổi Không Dây,4,https://tiki.vn/bo-chuyen-doi-khong-day/c20182
c5566,c30374,Phụ Kiện Âm Thanh,4,https://tiki.vn/phu-kien-am-thanh/c5566
c30374,c8215,Phụ Kiện Âm Thanh,3,https://tiki.vn/phu-kien-am-thanh/c30374
c8215,c1815,Thiết Bị Âm Thanh và Phụ Kiện,2,https://tiki.vn/thiet-bi-am-thanh-va-phu-kien/c8215
c12676,c2667,Đĩa Game,3,https://tiki.vn/dia-game/c12676
c7273,c2667,Ghế Gaming,3,https://tiki.vn/ghe-gaming/c7273
c28392,c8251,PlayStation,4,https://tiki.vn/playstation/c28392
c28396,c8251,Nintendo,4,https://tiki.vn/nintendo/c28396
c28398,c8251,Máy Chơi Game Khác,4,https://tiki.vn/may-choi-game-khac/c28398
c8251,c2667,Máy Chơi Game - Console,3,https://tiki.vn/may-choi-game-console/c8251
c6742,c2667,Phụ Kiện Gaming,3,https://tiki.vn/phu-kien-gaming/c6742
c9013,c2667,Tay Bấm Game - Thiết Bị Điều Khiển,3,https://tiki.vn/tay-bam-game-thiet-bi-dieu-khien/c9013
c2667,c1815,Thiết Bị Chơi Game và Phụ Kiện,2,https://tiki.vn/thiet-bi-choi-game-va-phu-kien/c2667
c8040,c8039,Mắt Kính Thông Minh,3,https://tiki.vn/mat-kinh-thong-minh/c8040
c8042,c8039,Thiết Bị Thực Tế Ảo VR,3,https://tiki.vn/thiet-bi-thuc-te-ao-vr/c8042
c2657,c8039,Đồng Hồ Thông Minh,3,https://tiki.vn/dong-ho-thong-minh/c2657
c8043,c8039,Vòng Đeo Thông Minh - Vòng Theo Dõi Vận Động,3,https://tiki.vn/vong-deo-thong-minh-vong-theo-doi-van-dong/c8043
